===== Headers
0	6	Vaniville Town	0100020000003900050001000500010005000100050001003201000006044005016c02000000ffff14340400df20000000000000032a0000
1	6	Vaniville Town	0300760009003800050001000500010005000100050001003301000006001d04024802000000ffff24240400ab00000000000000bd000000
2	6	Vaniville Town	03004a000a003700050001000500010005000100050001003401000006001d040248020000000800242404003f00000000000000e1000000
3	6	Vaniville Town	03004a000f003600050001000500010005000100050001003501000006001d04024802000000ffff24240400ef010000000000007f020000
4	6	Vaniville Town	03004b000b003500050001000500010005000100050001003601000006001d04024802000000ffff34240400ab00000000000000bd000000
5	6	Vaniville Town	03004b000c003400050001000500010005000100050001003701000006001d04024802000000080034240400510000000000000029010000
6	6	Vaniville Town	030047000d003300050001000500010005000100050001003801000006001d04024802000000ffff44240400ab00000000000000e1000000
7	6	Vaniville Town	030047000e003200050001000500010005000100050001003901000006001d04024802000000ffff4424040087000000000000003f000000
8	10	Aquacorde Town	0100020000003100060001000500010005000100060001003a0108000a044005016c02000000ffff5434040061200000420000005f250000
9	10	Aquacorde Town	0300690010003000060001000500010005000100060001003b0108000a001d04024802000000ffff442404008700000000000000ab000000
10	10	Aquacorde Town	0300690011002f00450001000500010005000100060001003c0108000a001d04044802000000ffff742404008700000000000000ab000000
11	10	Aquacorde Town	0300690012002e00450001000500010005000100060001003d0108000a001d04044802000000ffff742404001701000000000000ab000000
12	30	Camphrier Town	0100050002002d00070001000500010005000100060001003e010c001e044205016c02000000ffff84340400132f000000000000f3240000
13	30	Camphrier Town	00003d0031002c00100001000500010005000100060001003f010c001e001d040348020000001c00942404007101000000000000ef010000
14	32	Shabboneau Castle	0300570013002b000700010005000100050001000600010040010c0020041d04024802000000ffffa424040071010000000000006d020000
15	32	Shabboneau Castle	03005700140029000700010005000100050001000600010041010c0020001d04024802000000ffffa4240400710100000000000071010000
16	32	Shabboneau Castle	03005800150028000700010005000100050001000600010042010c0020001d04024802000000ffffa42404003b0100000000000071010000
17	30	Camphrier Town	03005d007a0027000700010005000100050001000600010043010c001e001d04024802000000ffffb424040029010000000000005f010000
18	30	Camphrier Town	03005d007b0026000700010005000100050001000600010044010c001e001d04024802000000ffffb42404008700000000000000ab000000
19	30	Camphrier Town	03006a00a10025000700010005000100050001000600010045010c001e001d04024802000000ffff442404007500000000000000ab000000
20	30	Camphrier Town	03006a00750024000700010005000100050001000600010046010c001e001d04024802000000ffff44240400750000000000000099000000
21	52	Geosenge Town	01001600ce002300350001000500010005000100060001004701150034044405016c02000000ffffc4340400d104000038ffffffa5060000
22	52	Geosenge Town	01001600cf002200350001000500010005000100060001004801150034044405016c02000000ffffc4340400d104000038ffffffa5060000
23	52	Geosenge Town	01001600e0002100350001000500010005000100060001004901150034044405016c02000000ffffc4340400d104000038ffffffa5060000
24	52	Geosenge Town	00008d00310020001000010005000100050001000e0001004a01150034001d040348020000001c00942404007101000000000000ef010000
25	52	Geosenge Town	03005d007a001f00350001000500010005000100060001004b01150034001d04024802000000ffffb424040029010000000000005f010000
26	52	Geosenge Town	03005d007b001e00350001000500010005000100060001004c01150034001d04024802000000ffffb42404008700000000000000ab000000
27	52	Geosenge Town	03006b0079001d00350001000500010005000100060001004d01150034001d04024802000000ffff44240400bd00000000000000f3000000
28	52	Geosenge Town	03006b0079001c00350001000500010005000100060001004e01150034001d04024802000000ffff44240400bd00000000000000f3000000
29	76	Dendemille Town	03001800d2001b00360001000500010005000100060001004f011d004c044d05016c02000000ffffd43c04003303000000000000d5030000
30	76	Dendemille Town	03001800d3001a003600010005000100050001000600010050011d004c044d05016c02000000ffffd43c04006903000000000000d9020000
31	114	Dendemille Gate	000099007d0019004700010005000100050001000600010051011d0072005d04054c02000000ffffe424040066000000000000009c000000
32	114	Dendemille Gate	000099007d0018004700010005000100050001000600010052011d0072005d04054c02000000ffffe424040066000000000000009c000000
33	76	Dendemille Town	00008e00310017001000010005000100050001000e00010053011d004c001d040348020000001c00942404007101000000000000ef010000
34	76	Dendemille Town	03006c009d0016003600010005000100050001000600010054011d004c001d04024802000000ffff44240400bd00000000000000cf000000
35	76	Dendemille Town	03006c00ae0015003600010005000100050001000600010055011d004c001d04024802000000ffff44240400bd00000000000000cf000000
36	76	Dendemille Town	03006c00ae0014003600010005000100050001000600010056011d004c001d04024802000000ffff44240400bd00000000000000cf000000
37	76	Dendemille Town	03006c00ae0013003600010005000100050001000600010057011d004c001d04024802000000ffff44240400bd00000000000000cf000000
38	90	Couriway Town	01000e000700120007000100050001000500010006000100580126005a045005016c02000000fffff4340400dd25000000000000a12b0000
39	116	Couriway Gate	00005b007c001100470001000500010005000100060001005901260074005d04054c02000000ffffe4240400ab000000000000005f010000
40	90	Couriway Town	00008e00310010001000010005000100050001000e0001005a0126005a001d040348020000001c00942404007101000000000000ef010000
41	90	Couriway Town	03005d007a000f00070001000500010005000100060001005b0126005a001d04024802000000ffffb424040029010000000000005f010000
42	90	Couriway Town	03005d007b000e00070001000500010005000100060001005c0126005a001d04024802000000ffffb42404008700000000000000ab000000
43	90	Couriway Town	03006d0078000d00070001000500010005000100060001005d0126005a001d04024802000000ffff442404007500000000000000e1000000
44	90	Couriway Town	03006d0078000c00070001000500010005000100060001005e0126005a001d04024802000000ffff442404007500000000000000e1000000
45	44	Ambrette Town	0000070003000b00060001000500010005000100060001005f012d002c04c403016c02000000ffff24350400ef250000baffffffc1350000
46	118	Ambrette Gate	000099007d000a004700010005000100050001000600010060012d0076005d04054c02000000ffffe424040066000000000000009c000000
47	44	Ambrette Town	00008d00310009001000010005000100050001000600010061012d002c001d040348020000001c00942404007101000000000000ef010000
48	166	Ambrette Aquarium	03005a00190008000600010005000100050001000600010062012d00a6041d04024802000000ffff14250400dd0100000000000049020000
49	44	Ambrette Town	03008f001a0007000600010005000100050001000600010063012d002c001d04024802000000ffff042504007101000000000000cb010000
50	44	Ambrette Town	03006e00770006000600010005000100050001000600010064012d002c001d04024802000000ffff44240400ab00000000000000bd000000
51	44	Ambrette Town	03005d007a0005000600010005000100050001000600010065012d002c001d04024802000000ffffb424040029010000000000005f010000
52	44	Ambrette Town	03005d007b0004000600010005000100050001000600010066012d002c001d04024802000000ffffb42404008700000000000000ab000000
53	18	Santalune City	000003000100a5010800010005000100050001000e000100000035001204c004016c02000000ffff343504006b2200002600000061290000
54	18	Santalune City	00003d003100a2011000010005000100050001000e0001000300350012001d040348020000001c00942404007101000000000000ef010000
55	18	Santalune City	03003e003200a4011100010005000100050001000e0001000100350012001d0c034802000000ffff44010400710100000000000025020000
56	18	Santalune City	03003e003300a3011100010005000100050001000e0001000200350012001d0c024802000000020045010400710100000000000089040000
57	18	Santalune City	030049003400a1012600010005000100050001000e0001000400350012001d040448020000000800642404003b01000000000000b9010000
58	18	Santalune City	03006f007500a0010800010005000100050001000e0001000500350012001d04024802000000ffff44240400750000000000000099000000
59	18	Santalune City	03006f0076009f010800010005000100050001000e0001000600350012001d04024802000000ffff442404003f00000000000000bd000000
60	18	Santalune City	03006f0076009e010800010005000100050001000e0001000700350012001d04024802000000ffff442404003f00000000000000bd000000
61	18	Santalune City	03006f0076009d010800010005000100050001000e0001000800350012001d04024802000000ffff442404003f00000000000000bd000000
62	18	Santalune City	0300900038009c010800010005000100050001000e0001000900350012001d04024802000000ffff54250400e100000000000000dd010000
63	22	Lumiose City	0700040080003d010900010005000100050001000e00010062003f001604570b012c020000000f0064251400d0de0502440100007e000000
64	22	Lumiose City	0700040080003c010900010005000100050001000e00010063003f001604570b012c020000000f0064251400669304010e01000047feffff
65	22	Lumiose City	0700190081003b010900010005000100050001000e000100640041001604570b012c020000000f00642514006ad20103dcffffff7e000000
66	22	Lumiose City	0700190081003a010900010005000100050001000e000100650041001604570b012c020000000f0064251400eba1030654ffffff98feffff
67	22	Lumiose City	09001a00820039010900010005000100050001000e000100660043001604570b012c020000000f0064251400cde303021200000069000000
68	22	Lumiose City	09001a00820038010900010005000100050001000e000100670043001604570b012c020000000f0064250400c90c000000000000b50d0000
69	22	Lumiose City	01001b00830037010900010005000100050001000e000100680043001604570b012c020000000f0064250400080400000000000002060000
70	120	Lumiose Gate	00005b007c009b01470001000500010005000100060001000a003f0078005d04054c02000000ffffe4240400ab000000000000005f010000
71	120	Lumiose Gate	000099007d009a01470001000500010005000100060001000b003f0078005d04054c02000000ffffe424040066000000000000009c000000
72	120	Lumiose Gate	00005b007c009901470001000500010005000100060001000c00410078005d04054c02000000ffffe4240400ab000000000000005f010000
73	120	Lumiose Gate	00005b007c009801470001000500010005000100060001000d00410078005d04054c02000000ffffe4240400ab000000000000005f010000
74	120	Lumiose Gate	000099007d009701470001000500010005000100060001000e00410078005d04054c02000000ffffe424040066000000000000009c000000
75	22	Lumiose City	00003d0031008a011000010005000100050001000e00010015003f0016001d040348020000001c00942404007101000000000000ef010000
76	22	Lumiose City	00003d00310089011000010005000100050001000e0001001600410016001d040348020000001c00942404007101000000000000ef010000
77	24	Prism Tower	03009b00390096011100010005000100050001000e0001000f00430018001d0e0348020000001a00440104005f0100000000000037020000
78	24	Prism Tower	03009e00dd0095011100010005000100050001000e0001001000430018001d0e0348020000001b00440104005f01000000000000dd010000
79	24	Prism Tower	03004200de0094011100010005000100050001000e0001001100430018001d0e0348020000001900440104005f01000000000000dd010000
80	24	Prism Tower	03004200de0093011100010005000100050001000e0001001200430018001d0e0348020000001900440104005f01000000000000dd010000
81	24	Prism Tower	03004200de0092011100010005000100050001000e0001001300430018001d0e0348020000001900440104005f01000000000000dd010000
82	24	Prism Tower	03004200de0091011100010005000100050001000e0001001400430018001d0e0348020000001900440104005f01000000000000dd010000
83	22	Lumiose City	03006500840087011200010005000100050001000e00010018003f0016001d04024802000000ffff04250400cf0000000000000075000000
84	22	Lumiose City	03006500850086011200010005000100050001000e00010019003f0016001d04024802000000ffff04250400cf0000000000000075000000
85	22	Lumiose City	03006500860085011200010005000100050001000e0001001a003f0016001d04024802000000ffff04250400cf0000000000000075000000
86	22	Lumiose City	03006700870084010900010005000100050001000e0001001b003f0016001d04024802000000ffff74250400ab00000000000000e1000000
87	22	Lumiose City	03006700880083010900010005000100050001000e0001001c003f0016001d04024802000000ffff74250400ab00000000000000e1000000
